Date,Exercise,Sets x Reps,Muscular Group
2026-09-07,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2026-09-07,"Leg extensions",1x12,"Quads"
2026-09-07,"Leg curls",1x12,"Hamstrings"
2026-09-07,"Leg extensions",1x12,"Quads"
2026-09-07,"Leg curls",1x12,"Hamstrings"
2026-09-07,"Leg extensions",1x12,"Quads"
2026-09-07,"Leg curls",1x12,"Hamstrings"
2026-09-07,"Vertical jumps",2x10,"Full Body"
2026-09-07,"Wall sit with weight",1x,"Quads"
2026-09-07,"Dead hang",1x,"Forearms"
2026-09-09,"Close-grip bench press",3x10,"Triceps"
2026-09-09,"Alternating incline dumbbell press",3x8,"Chest"
2026-09-09,"Decline bench press",3x12,"Chest"
2026-09-09,"Cable chest fly",3x18,"Chest"
2026-09-09,"Barbell curls",3x10,"Biceps"
2026-09-09,"Supinated dumbbell curls",3x15,"Biceps"
2026-09-09,"Seated dumbbell French press",3x20,"Triceps"
2026-09-11,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2026-09-11,"Bent-over barbell row (overhand grip)",3x10,"Back"
2026-09-11,"Single-arm dumbell row",3x10,"Back"
2026-09-11,"Narrow-Grip Lat Pulldown",3x12,"Back"
2026-09-11,"One-arm kettlebell push press",3x10,"Shoulders"
2026-09-11,"Barbell wrist curls",3x25,"Forearms"
2026-09-11,"Plate holds standing",2x,"Forearms"
2026-09-14,"Low-bar squat",3x10,"Glutes"
2026-09-14,"Leg press (Сlassic stance)",3x12,"Quads"
2026-09-14,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2026-09-14,"Leg extensions",1x12,"Quads"
2026-09-14,"Leg curls",1x12,"Hamstrings"
2026-09-14,"Leg extensions",1x12,"Quads"
2026-09-14,"Leg curls",1x12,"Hamstrings"
2026-09-14,"Leg extensions",1x12,"Quads"
2026-09-14,"Leg curls",1x12,"Hamstrings"
2026-09-14,"Vertical jumps",2x10,"Full Body"
2026-09-14,"Wall sit with weight",1x,"Quads"
2026-09-14,"Dead hang",1x,"Forearms"
2026-09-16,"Close-grip bench press",3x10,"Triceps"
2026-09-16,"Alternating incline dumbbell press",3x8,"Chest"
2026-09-16,"Decline bench press",3x12,"Chest"
2026-09-16,"Cable chest fly",3x18,"Chest"
2026-09-16,"Barbell curls",3x10,"Biceps"
2026-09-16,"Supinated dumbbell curls",3x15,"Biceps"
2026-09-16,"Seated dumbbell French press",3x20,"Triceps"
2026-09-18,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2026-09-18,"Bent-over barbell row (overhand grip)",3x10,"Back"
2026-09-18,"Single-arm dumbell row",3x10,"Back"
2026-09-18,"Narrow-Grip Lat Pulldown",3x12,"Back"
2026-09-18,"One-arm kettlebell push press",3x10,"Shoulders"
2026-09-18,"Barbell wrist curls",3x25,"Forearms"
2026-09-18,"Plate holds standing",2x,"Forearms"
2026-09-21,"Low-bar squat",3x10,"Glutes"
2026-09-21,"Leg press (Сlassic stance)",3x12,"Quads"
2026-09-21,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2026-09-21,"Leg extensions",1x12,"Quads"
2026-09-21,"Leg curls",1x12,"Hamstrings"
2026-09-21,"Leg extensions",1x12,"Quads"
2026-09-21,"Leg curls",1x12,"Hamstrings"
2026-09-21,"Leg extensions",1x12,"Quads"
2026-09-21,"Leg curls",1x12,"Hamstrings"
2026-09-21,"Vertical jumps",2x10,"Full Body"
2026-09-21,"Wall sit with weight",1x,"Quads"
2026-09-21,"Dead hang",1x,"Forearms"
2026-09-23,"Close-grip bench press",3x10,"Triceps"
2026-09-23,"Alternating incline dumbbell press",3x8,"Chest"
2026-09-23,"Decline bench press",3x12,"Chest"
2026-09-23,"Cable chest fly",3x18,"Chest"
2026-09-23,"Barbell curls",3x10,"Biceps"
2026-09-23,"Supinated dumbbell curls",3x15,"Biceps"
2026-09-23,"Seated dumbbell French press",3x20,"Triceps"
2026-09-25,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2026-09-25,"Bent-over barbell row (overhand grip)",3x10,"Back"
2026-09-25,"Single-arm dumbell row",3x10,"Back"
2026-09-25,"Narrow-Grip Lat Pulldown",3x12,"Back"
2026-09-25,"One-arm kettlebell push press",3x10,"Shoulders"
2026-09-25,"Barbell wrist curls",3x25,"Forearms"
2026-09-25,"Plate holds standing",2x,"Forearms"
2026-09-28,"Low-bar squat",3x10,"Glutes"
2026-09-28,"Leg press (Сlassic stance)",3x12,"Quads"
2026-09-28,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2026-09-28,"Leg extensions",1x12,"Quads"
2026-09-28,"Leg curls",1x12,"Hamstrings"
2026-09-28,"Leg extensions",1x12,"Quads"
2026-09-28,"Leg curls",1x12,"Hamstrings"
2026-09-28,"Leg extensions",1x12,"Quads"
2026-09-28,"Leg curls",1x12,"Hamstrings"
2026-09-28,"Vertical jumps",2x10,"Full Body"
2026-09-28,"Wall sit with weight",1x,"Quads"
2026-09-28,"Dead hang",1x,"Forearms"
2026-09-30,"Close-grip bench press",3x10,"Triceps"
2026-09-30,"Alternating incline dumbbell press",3x8,"Chest"
2026-09-30,"Decline bench press",3x12,"Chest"
2026-09-30,"Cable chest fly",3x18,"Chest"
2026-09-30,"Barbell curls",3x10,"Biceps"
2026-09-30,"Supinated dumbbell curls",3x15,"Biceps"
2026-09-30,"Seated dumbbell French press",3x20,"Triceps"
2026-10-02,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2026-10-02,"Bent-over barbell row (overhand grip)",3x10,"Back"
2026-10-02,"Single-arm dumbell row",3x10,"Back"
2026-10-02,"Narrow-Grip Lat Pulldown",3x12,"Back"
2026-10-02,"One-arm kettlebell push press",3x10,"Shoulders"
2026-10-02,"Barbell wrist curls",3x25,"Forearms"
2026-10-02,"Plate holds standing",2x,"Forearms"
2026-10-05,"Low-bar squat",3x10,"Glutes"
2026-10-05,"Leg press (Сlassic stance)",3x12,"Quads"
2026-10-05,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2026-10-05,"Leg extensions",1x12,"Quads"
2026-10-05,"Leg curls",1x12,"Hamstrings"
2026-10-05,"Leg extensions",1x12,"Quads"
2026-10-05,"Leg curls",1x12,"Hamstrings"
2026-10-05,"Leg extensions",1x12,"Quads"
2026-10-05,"Leg curls",1x12,"Hamstrings"
2026-10-05,"Vertical jumps",2x10,"Full Body"
2026-10-05,"Wall sit with weight",1x,"Quads"
2026-10-05,"Dead hang",1x,"Forearms"
2026-10-07,"Close-grip bench press",3x10,"Triceps"
2026-10-07,"Alternating incline dumbbell press",3x8,"Chest"
2026-10-07,"Decline bench press",3x12,"Chest"
2026-10-07,"Cable chest fly",3x18,"Chest"
2026-10-07,"Barbell curls",3x10,"Biceps"
2026-10-07,"Supinated dumbbell curls",3x15,"Biceps"
2026-10-07,"Seated dumbbell French press",3x20,"Triceps"
2026-10-09,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2026-10-09,"Bent-over barbell row (overhand grip)",3x10,"Back"
2026-10-09,"Single-arm dumbell row",3x10,"Back"
2026-10-09,"Narrow-Grip Lat Pulldown",3x12,"Back"
2026-10-09,"One-arm kettlebell push press",3x10,"Shoulders"
2026-10-09,"Barbell wrist curls",3x25,"Forearms"
2026-10-09,"Plate holds standing",2x,"Forearms"
2026-10-12,"Low-bar squat",3x10,"Glutes"
2026-10-12,"Leg press (Сlassic stance)",3x12,"Quads"
2026-10-12,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2026-10-12,"Leg extensions",1x12,"Quads"
2026-10-12,"Leg curls",1x12,"Hamstrings"
2026-10-12,"Leg extensions",1x12,"Quads"
2026-10-12,"Leg curls",1x12,"Hamstrings"
2026-10-12,"Leg extensions",1x12,"Quads"
2026-10-12,"Leg curls",1x12,"Hamstrings"
2026-10-12,"Vertical jumps",2x10,"Full Body"
2026-10-12,"Wall sit with weight",1x,"Quads"
2026-10-12,"Dead hang",1x,"Forearms"
2026-10-14,"Close-grip bench press",3x10,"Triceps"
2026-10-14,"Alternating incline dumbbell press",3x8,"Chest"
2026-10-14,"Decline bench press",3x12,"Chest"
2026-10-14,"Cable chest fly",3x18,"Chest"
2026-10-14,"Barbell curls",3x10,"Biceps"
2026-10-14,"Supinated dumbbell curls",3x15,"Biceps"
2026-10-14,"Seated dumbbell French press",3x20,"Triceps"
2026-10-16,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2026-10-16,"Bent-over barbell row (overhand grip)",3x10,"Back"
2026-10-16,"Single-arm dumbell row",3x10,"Back"
2026-10-16,"Narrow-Grip Lat Pulldown",3x12,"Back"
2026-10-16,"One-arm kettlebell push press",3x10,"Shoulders"
2026-10-16,"Barbell wrist curls",3x25,"Forearms"
2026-10-16,"Plate holds standing",2x,"Forearms"
2026-10-19,"Low-bar squat",3x10,"Glutes"
2026-10-19,"Leg press (Сlassic stance)",3x12,"Quads"
2026-10-19,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2026-10-19,"Leg extensions",1x12,"Quads"
2026-10-19,"Leg curls",1x12,"Hamstrings"
2026-10-19,"Leg extensions",1x12,"Quads"
2026-10-19,"Leg curls",1x12,"Hamstrings"
2026-10-19,"Leg extensions",1x12,"Quads"
2026-10-19,"Leg curls",1x12,"Hamstrings"
2026-10-19,"Vertical jumps",2x10,"Full Body"
2026-10-19,"Wall sit with weight",1x,"Quads"
2026-10-19,"Dead hang",1x,"Forearms"
2026-10-21,"Close-grip bench press",3x10,"Triceps"
2026-10-21,"Alternating incline dumbbell press",3x8,"Chest"
2026-10-21,"Decline bench press",3x12,"Chest"
2026-10-21,"Cable chest fly",3x18,"Chest"
2026-10-21,"Barbell curls",3x10,"Biceps"
2026-10-21,"Supinated dumbbell curls",3x15,"Biceps"
2026-10-21,"Seated dumbbell French press",3x20,"Triceps"
2026-10-23,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2026-10-23,"Bent-over barbell row (overhand grip)",3x10,"Back"
2026-10-23,"Single-arm dumbell row",3x10,"Back"
2026-10-23,"Narrow-Grip Lat Pulldown",3x12,"Back"
2026-10-23,"One-arm kettlebell push press",3x10,"Shoulders"
2026-10-23,"Barbell wrist curls",3x25,"Forearms"
2026-10-23,"Plate holds standing",2x,"Forearms"
2026-10-26,"Low-bar squat",3x10,"Glutes"
2026-10-26,"Leg press (Сlassic stance)",3x12,"Quads"
2026-10-26,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2026-10-26,"Leg extensions",1x12,"Quads"
2026-10-26,"Leg curls",1x12,"Hamstrings"
2026-10-26,"Leg extensions",1x12,"Quads"
2026-10-26,"Leg curls",1x12,"Hamstrings"
2026-10-26,"Leg extensions",1x12,"Quads"
2026-10-26,"Leg curls",1x12,"Hamstrings"
2026-10-26,"Vertical jumps",2x10,"Full Body"
2026-10-26,"Wall sit with weight",1x,"Quads"
2026-10-26,"Dead hang",1x,"Forearms"
2026-10-28,"Close-grip bench press",3x10,"Triceps"
2026-10-28,"Alternating incline dumbbell press",3x8,"Chest"
2026-10-28,"Decline bench press",3x12,"Chest"
2026-10-28,"Cable chest fly",3x18,"Chest"
2026-10-28,"Barbell curls",3x10,"Biceps"
2026-10-28,"Supinated dumbbell curls",3x15,"Biceps"
2026-10-28,"Seated dumbbell French press",3x20,"Triceps"
2026-10-30,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2026-10-30,"Bent-over barbell row (overhand grip)",3x10,"Back"
2026-10-30,"Single-arm dumbell row",3x10,"Back"
2026-10-30,"Narrow-Grip Lat Pulldown",3x12,"Back"
2026-10-30,"One-arm kettlebell push press",3x10,"Shoulders"
2026-10-30,"Barbell wrist curls",3x25,"Forearms"
2026-10-30,"Plate holds standing",2x,"Forearms"
2026-11-02,"Low-bar squat",3x10,"Glutes"
2026-11-02,"Leg press (Сlassic stance)",3x12,"Quads"
2026-11-02,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2026-11-02,"Leg extensions",1x12,"Quads"
2026-11-02,"Leg curls",1x12,"Hamstrings"
2026-11-02,"Leg extensions",1x12,"Quads"
2026-11-02,"Leg curls",1x12,"Hamstrings"
2026-11-02,"Leg extensions",1x12,"Quads"
2026-11-02,"Leg curls",1x12,"Hamstrings"
2026-11-02,"Vertical jumps",2x10,"Full Body"
2026-11-02,"Wall sit with weight",1x,"Quads"
2026-11-02,"Dead hang",1x,"Forearms"
2026-11-04,"Close-grip bench press",3x10,"Triceps"
2026-11-04,"Alternating incline dumbbell press",3x8,"Chest"
2026-11-04,"Decline bench press",3x12,"Chest"
2026-11-04,"Cable chest fly",3x18,"Chest"
2026-11-04,"Barbell curls",3x10,"Biceps"
2026-11-04,"Supinated dumbbell curls",3x15,"Biceps"
2026-11-04,"Seated dumbbell French press",3x20,"Triceps"
2026-11-06,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2026-11-06,"Bent-over barbell row (overhand grip)",3x10,"Back"
2026-11-06,"Single-arm dumbell row",3x10,"Back"
2026-11-06,"Narrow-Grip Lat Pulldown",3x12,"Back"
2026-11-06,"One-arm kettlebell push press",3x10,"Shoulders"
2026-11-06,"Barbell wrist curls",3x25,"Forearms"
2026-11-06,"Plate holds standing",2x,"Forearms"
2026-11-09,"Low-bar squat",3x10,"Glutes"
2026-11-09,"Leg press (Сlassic stance)",3x12,"Quads"
2026-11-09,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2026-11-09,"Leg extensions",1x12,"Quads"
2026-11-09,"Leg curls",1x12,"Hamstrings"
2026-11-09,"Leg extensions",1x12,"Quads"
2026-11-09,"Leg curls",1x12,"Hamstrings"
2026-11-09,"Leg extensions",1x12,"Quads"
2026-11-09,"Leg curls",1x12,"Hamstrings"
2026-11-09,"Vertical jumps",2x10,"Full Body"
2026-11-09,"Wall sit with weight",1x,"Quads"
2026-11-09,"Dead hang",1x,"Forearms"
2026-11-11,"Close-grip bench press",3x10,"Triceps"
2026-11-11,"Alternating incline dumbbell press",3x8,"Chest"
2026-11-11,"Decline bench press",3x12,"Chest"
2026-11-11,"Cable chest fly",3x18,"Chest"
2026-11-11,"Barbell curls",3x10,"Biceps"
2026-11-11,"Supinated dumbbell curls",3x15,"Biceps"
2026-11-11,"Seated dumbbell French press",3x20,"Triceps"
2026-11-13,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2026-11-13,"Bent-over barbell row (overhand grip)",3x10,"Back"
2026-11-13,"Single-arm dumbell row",3x10,"Back"
2026-11-13,"Narrow-Grip Lat Pulldown",3x12,"Back"
2026-11-13,"One-arm kettlebell push press",3x10,"Shoulders"
2026-11-13,"Barbell wrist curls",3x25,"Forearms"
2026-11-13,"Plate holds standing",2x,"Forearms"
2026-11-16,"Low-bar squat",3x10,"Glutes"
2026-11-16,"Leg press (Сlassic stance)",3x12,"Quads"
2026-11-16,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2026-11-16,"Leg extensions",1x12,"Quads"
2026-11-16,"Leg curls",1x12,"Hamstrings"
2026-11-16,"Leg extensions",1x12,"Quads"
2026-11-16,"Leg curls",1x12,"Hamstrings"
2026-11-16,"Leg extensions",1x12,"Quads"
2026-11-16,"Leg curls",1x12,"Hamstrings"
2026-11-16,"Vertical jumps",2x10,"Full Body"
2026-11-16,"Wall sit with weight",1x,"Quads"
2026-11-16,"Dead hang",1x,"Forearms"
2026-11-18,"Close-grip bench press",3x10,"Triceps"
2026-11-18,"Alternating incline dumbbell press",3x8,"Chest"
2026-11-18,"Decline bench press",3x12,"Chest"
2026-11-18,"Cable chest fly",3x18,"Chest"
2026-11-18,"Barbell curls",3x10,"Biceps"
2026-11-18,"Supinated dumbbell curls",3x15,"Biceps"
2026-11-18,"Seated dumbbell French press",3x20,"Triceps"
2026-11-20,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2026-11-20,"Bent-over barbell row (overhand grip)",3x10,"Back"
2026-11-20,"Single-arm dumbell row",3x10,"Back"
2026-11-20,"Narrow-Grip Lat Pulldown",3x12,"Back"
2026-11-20,"One-arm kettlebell push press",3x10,"Shoulders"
2026-11-20,"Barbell wrist curls",3x25,"Forearms"
2026-11-20,"Plate holds standing",2x,"Forearms"
2026-11-23,"Low-bar squat",3x10,"Glutes"
2026-11-23,"Leg press (Сlassic stance)",3x12,"Quads"
2026-11-23,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2026-11-23,"Leg extensions",1x12,"Quads"
2026-11-23,"Leg curls",1x12,"Hamstrings"
2026-11-23,"Leg extensions",1x12,"Quads"
2026-11-23,"Leg curls",1x12,"Hamstrings"
2026-11-23,"Leg extensions",1x12,"Quads"
2026-11-23,"Leg curls",1x12,"Hamstrings"
2026-11-23,"Vertical jumps",2x10,"Full Body"
2026-11-23,"Wall sit with weight",1x,"Quads"
2026-11-23,"Dead hang",1x,"Forearms"
2026-11-25,"Close-grip bench press",3x10,"Triceps"
2026-11-25,"Alternating incline dumbbell press",3x8,"Chest"
2026-11-25,"Decline bench press",3x12,"Chest"
2026-11-25,"Cable chest fly",3x18,"Chest"
2026-11-25,"Barbell curls",3x10,"Biceps"
2026-11-25,"Supinated dumbbell curls",3x15,"Biceps"
2026-11-25,"Seated dumbbell French press",3x20,"Triceps"
2026-11-27,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2026-11-27,"Bent-over barbell row (overhand grip)",3x10,"Back"
2026-11-27,"Single-arm dumbell row",3x10,"Back"
2026-11-27,"Narrow-Grip Lat Pulldown",3x12,"Back"
2026-11-27,"One-arm kettlebell push press",3x10,"Shoulders"
2026-11-27,"Barbell wrist curls",3x25,"Forearms"
2026-11-27,"Plate holds standing",2x,"Forearms"
2026-11-30,"Low-bar squat",3x10,"Glutes"
2026-11-30,"Leg press (Сlassic stance)",3x12,"Quads"
2026-11-30,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2026-11-30,"Leg extensions",1x12,"Quads"
2026-11-30,"Leg curls",1x12,"Hamstrings"
2026-11-30,"Leg extensions",1x12,"Quads"
2026-11-30,"Leg curls",1x12,"Hamstrings"
2026-11-30,"Leg extensions",1x12,"Quads"
2026-11-30,"Leg curls",1x12,"Hamstrings"
2026-11-30,"Vertical jumps",2x10,"Full Body"
2026-11-30,"Wall sit with weight",1x,"Quads"
2026-11-30,"Dead hang",1x,"Forearms"
2026-12-02,"Close-grip bench press",3x10,"Triceps"
2026-12-02,"Alternating incline dumbbell press",3x8,"Chest"
2026-12-02,"Decline bench press",3x12,"Chest"
2026-12-02,"Cable chest fly",3x18,"Chest"
2026-12-02,"Barbell curls",3x10,"Biceps"
2026-12-02,"Supinated dumbbell curls",3x15,"Biceps"
2026-12-02,"Seated dumbbell French press",3x20,"Triceps"
2026-12-04,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2026-12-04,"Bent-over barbell row (overhand grip)",3x10,"Back"
2026-12-04,"Single-arm dumbell row",3x10,"Back"
2026-12-04,"Narrow-Grip Lat Pulldown",3x12,"Back"
2026-12-04,"One-arm kettlebell push press",3x10,"Shoulders"
2026-12-04,"Barbell wrist curls",3x25,"Forearms"
2026-12-04,"Plate holds standing",2x,"Forearms"
2026-12-07,"Low-bar squat",3x10,"Glutes"
2026-12-07,"Leg press (Сlassic stance)",3x12,"Quads"
2026-12-07,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2026-12-07,"Leg extensions",1x12,"Quads"
2026-12-07,"Leg curls",1x12,"Hamstrings"
2026-12-07,"Leg extensions",1x12,"Quads"
2026-12-07,"Leg curls",1x12,"Hamstrings"
2026-12-07,"Leg extensions",1x12,"Quads"
2026-12-07,"Leg curls",1x12,"Hamstrings"
2026-12-07,"Vertical jumps",2x10,"Full Body"
2026-12-07,"Wall sit with weight",1x,"Quads"
2026-12-07,"Dead hang",1x,"Forearms"
2026-12-09,"Close-grip bench press",3x10,"Triceps"
2026-12-09,"Alternating incline dumbbell press",3x8,"Chest"
2026-12-09,"Decline bench press",3x12,"Chest"
2026-12-09,"Cable chest fly",3x18,"Chest"
2026-12-09,"Barbell curls",3x10,"Biceps"
2026-12-09,"Supinated dumbbell curls",3x15,"Biceps"
2026-12-09,"Seated dumbbell French press",3x20,"Triceps"
2026-12-11,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2026-12-11,"Bent-over barbell row (overhand grip)",3x10,"Back"
2026-12-11,"Single-arm dumbell row",3x10,"Back"
2026-12-11,"Narrow-Grip Lat Pulldown",3x12,"Back"
2026-12-11,"One-arm kettlebell push press",3x10,"Shoulders"
2026-12-11,"Barbell wrist curls",3x25,"Forearms"
2026-12-11,"Plate holds standing",2x,"Forearms"
2026-12-14,"Low-bar squat",3x10,"Glutes"
2026-12-14,"Leg press (Сlassic stance)",3x12,"Quads"
2026-12-14,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2026-12-14,"Leg extensions",1x12,"Quads"
2026-12-14,"Leg curls",1x12,"Hamstrings"
2026-12-14,"Leg extensions",1x12,"Quads"
2026-12-14,"Leg curls",1x12,"Hamstrings"
2026-12-14,"Leg extensions",1x12,"Quads"
2026-12-14,"Leg curls",1x12,"Hamstrings"
2026-12-14,"Vertical jumps",2x10,"Full Body"
2026-12-14,"Wall sit with weight",1x,"Quads"
2026-12-14,"Dead hang",1x,"Forearms"
2026-12-16,"Close-grip bench press",3x10,"Triceps"
2026-12-16,"Alternating incline dumbbell press",3x8,"Chest"
2026-12-16,"Decline bench press",3x12,"Chest"
2026-12-16,"Cable chest fly",3x18,"Chest"
2026-12-16,"Barbell curls",3x10,"Biceps"
2026-12-16,"Supinated dumbbell curls",3x15,"Biceps"
2026-12-16,"Seated dumbbell French press",3x20,"Triceps"
2026-12-18,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2026-12-18,"Bent-over barbell row (overhand grip)",3x10,"Back"
2026-12-18,"Single-arm dumbell row",3x10,"Back"
2026-12-18,"Narrow-Grip Lat Pulldown",3x12,"Back"
2026-12-18,"One-arm kettlebell push press",3x10,"Shoulders"
2026-12-18,"Barbell wrist curls",3x25,"Forearms"
2026-12-18,"Plate holds standing",2x,"Forearms"
2026-12-21,"Low-bar squat",3x10,"Glutes"
2026-12-21,"Leg press (Сlassic stance)",3x12,"Quads"
2026-12-21,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2026-12-21,"Leg extensions",1x12,"Quads"
2026-12-21,"Leg curls",1x12,"Hamstrings"
2026-12-21,"Leg extensions",1x12,"Quads"
2026-12-21,"Leg curls",1x12,"Hamstrings"
2026-12-21,"Leg extensions",1x12,"Quads"
2026-12-21,"Leg curls",1x12,"Hamstrings"
2026-12-21,"Vertical jumps",2x10,"Full Body"
2026-12-21,"Wall sit with weight",1x,"Quads"
2026-12-21,"Dead hang",1x,"Forearms"
2026-12-23,"Close-grip bench press",3x10,"Triceps"
2026-12-23,"Alternating incline dumbbell press",3x8,"Chest"
2026-12-23,"Decline bench press",3x12,"Chest"
2026-12-23,"Cable chest fly",3x18,"Chest"
2026-12-23,"Barbell curls",3x10,"Biceps"
2026-12-23,"Supinated dumbbell curls",3x15,"Biceps"
2026-12-23,"Seated dumbbell French press",3x20,"Triceps"
2026-12-25,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2026-12-25,"Bent-over barbell row (overhand grip)",3x10,"Back"
2026-12-25,"Single-arm dumbell row",3x10,"Back"
2026-12-25,"Narrow-Grip Lat Pulldown",3x12,"Back"
2026-12-25,"One-arm kettlebell push press",3x10,"Shoulders"
2026-12-25,"Barbell wrist curls",3x25,"Forearms"
2026-12-25,"Plate holds standing",2x,"Forearms"
2026-12-28,"Low-bar squat",3x10,"Glutes"
2026-12-28,"Leg press (Сlassic stance)",3x12,"Quads"
2026-12-28,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2026-12-28,"Leg extensions",1x12,"Quads"
2026-12-28,"Leg curls",1x12,"Hamstrings"
2026-12-28,"Leg extensions",1x12,"Quads"
2026-12-28,"Leg curls",1x12,"Hamstrings"
2026-12-28,"Leg extensions",1x12,"Quads"
2026-12-28,"Leg curls",1x12,"Hamstrings"
2026-12-28,"Vertical jumps",2x10,"Full Body"
2026-12-28,"Wall sit with weight",1x,"Quads"
2026-12-28,"Dead hang",1x,"Forearms"
2026-12-30,"Close-grip bench press",3x10,"Triceps"
2026-12-30,"Alternating incline dumbbell press",3x8,"Chest"
2026-12-30,"Decline bench press",3x12,"Chest"
2026-12-30,"Cable chest fly",3x18,"Chest"
2026-12-30,"Barbell curls",3x10,"Biceps"
2026-12-30,"Supinated dumbbell curls",3x15,"Biceps"
2026-12-30,"Seated dumbbell French press",3x20,"Triceps"
2027-01-01,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2027-01-01,"Bent-over barbell row (overhand grip)",3x10,"Back"
2027-01-01,"Single-arm dumbell row",3x10,"Back"
2027-01-01,"Narrow-Grip Lat Pulldown",3x12,"Back"
2027-01-01,"One-arm kettlebell push press",3x10,"Shoulders"
2027-01-01,"Barbell wrist curls",3x25,"Forearms"
2027-01-01,"Plate holds standing",2x,"Forearms"
2027-01-04,"Low-bar squat",3x10,"Glutes"
2027-01-04,"Leg press (Сlassic stance)",3x12,"Quads"
2027-01-04,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2027-01-04,"Leg extensions",1x12,"Quads"
2027-01-04,"Leg curls",1x12,"Hamstrings"
2027-01-04,"Leg extensions",1x12,"Quads"
2027-01-04,"Leg curls",1x12,"Hamstrings"
2027-01-04,"Leg extensions",1x12,"Quads"
2027-01-04,"Leg curls",1x12,"Hamstrings"
2027-01-04,"Vertical jumps",2x10,"Full Body"
2027-01-04,"Wall sit with weight",1x,"Quads"
2027-01-04,"Dead hang",1x,"Forearms"
2027-01-06,"Close-grip bench press",3x10,"Triceps"
2027-01-06,"Alternating incline dumbbell press",3x8,"Chest"
2027-01-06,"Decline bench press",3x12,"Chest"
2027-01-06,"Cable chest fly",3x18,"Chest"
2027-01-06,"Barbell curls",3x10,"Biceps"
2027-01-06,"Supinated dumbbell curls",3x15,"Biceps"
2027-01-06,"Seated dumbbell French press",3x20,"Triceps"
2027-01-08,"Deficit deadlift (platform 5–7 cm)",2x8,"Hamstrings"
2027-01-08,"Bent-over barbell row (overhand grip)",3x10,"Back"
2027-01-08,"Single-arm dumbell row",3x10,"Back"
2027-01-08,"Narrow-Grip Lat Pulldown",3x12,"Back"
2027-01-08,"One-arm kettlebell push press",3x10,"Shoulders"
2027-01-08,"Barbell wrist curls",3x25,"Forearms"
2027-01-08,"Plate holds standing",2x,"Forearms"
2027-01-11,"Low-bar squat",3x10,"Glutes"
2027-01-11,"Leg press (Сlassic stance)",3x12,"Quads"
2027-01-11,"Dumbbell Romanian deadlift",3x10,"Hamstrings"
2027-01-11,"Leg extensions",1x12,"Quads"
2027-01-11,"Leg curls",1x12,"Hamstrings"
2027-01-11,"Leg extensions",1x12,"Quads"
2027-01-11,"Leg curls",1x12,"Hamstrings"
2027-01-11,"Leg extensions",1x12,"Quads"
2027-01-11,"Leg curls",1x12,"Hamstrings"
2027-01-11,"Vertical jumps",2x10,"Full Body"
2027-01-11,"Wall sit with weight",1x,"Quads"
2027-01-11,"Dead hang",1x,"Forearms"
2027-01-13,"Close-grip bench press",3x10,"Triceps"
2027-01-13,"Alternating incline dumbbell press",3x8,"Chest"
2027-01-13,"Decline bench press",3x12,"Chest"
2027-01-13,"Cable chest fly",3x18,"Chest"
2027-01-13,"Barbell curls",3x10,"Biceps"
2027-01-13,"Supinated dumbbell curls",3x15,"Biceps"
2027-01-13,"Seated dumbbell French press",3x20,"Triceps"
